item,itemLabel,startDate,endDate,sourceDate,psid
Q1373139,Eugene Koffi Adoboli,1999-05-21,2000-08-31,,Q1373139-74B71ABC-D9D1-4590-8A10-57705232C552
Q392055,Agbéyomé Kodjo,2000-08-31,2002-06-29,,Q392055-2116E9B0-4A06-4B07-9F81-4284C07C9A87
Q1778373,Koffi Sama,2002-06-29,2005-06-09,,Q1778373-7A653291-ABDB-4834-9AE3-04EE5CEC6172
Q961159,Edem Kodjo,2005-06-09,2006-09-20,,Q961159-5AB3E99F-68AC-48D0-AC21-075DBFD2C8FB
Q747770,Yawovi Agboyibo,2006-09-16,2007-12-06,,Q747770-D581C13F-4194-4693-A93D-EBE7CD3CC522
Q269076,Komlan Mally,2007-12-06,2008-09-08,,Q269076-7FECA9D6-E146-4B53-8A75-F53328BECB4B
Q57878,Gilbert Houngbo,2008-09-08,2012-07-23,,Q57878-EDC5FBB1-6E8A-4CED-8A1A-649775CEFFC5
Q57850,Kwesi Ahoomey-Zunu,2012-07-23,2015-06-10,,Q57850-83cef3fe-4e54-18d8-d68c-9c610ea7c1c7
Q6428317,Komi Sélom Klassou,2015-06-10,2020-09-28,2022-09-12,Q6428317-1b7552f6-4677-6a75-925c-acc8cc1fe67c
Q16682496,Victoire Tomegah Dogbé,2020-09-28,,2022-09-12,Q16682496-f419f268-45c8-11df-7544-b6ad83407d6a
