item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q105550917,Essozimna Marguerite Gnakadè,Q114440748,Ministre des Armées,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q105550917-d0349718-4bf6-e286-6716-c1d867df40b6
Q106764569,Mawougno Aziablé,Q114439931,Ministre délégué auprès du Président de la République chargé de l'Énergie et des Mines,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q106764569-fac18989-4e08-2547-2767-000b761a197f
Q106857717,Lidi Kedjaka Gbessi Kama,Q114440657,Ministre des Sports et Loisirs,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q106857717-f89be0ce-49da-3ba6-4c67-c5e3a3be160f
Q107022057,Bolidja Tiem,Q114440930,Ministre de l'Eau et de l'Hydraulique villageoise,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q107022057-115f7aa0-461d-630f-7983-f68e5357b862
Q108093970,Rose Kayi Mivedor,Q114441178,Ministre de la Promotion de l'investissement,2020-11,,,Q108093970-e6111337-4324-3c5f-1e4f-4a5311b6bea7
Q108385139,Sandra Ablamba Johnson,Q114441350,Secrétaire général de la Présidence,2020-09-28,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q108385139-280A3108-F89E-4D26-A810-7067409A4F4D
Q109018470,Christian Eninam Trimua,Q114440866,"Ministre des Droits de l'Homme, de la Formation à la citoyenneté, des Relations avec les institutions de la République",2019-01-24,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q109018470-8c855bbb-4460-3db1-fc3a-630b8c30f700
Q109018470,Christian Eninam Trimua,Q114440889,Porte-parole du gouvernement,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q109018470-a6a42d8b-498f-3873-8bea-982873aab446
Q110251228,Zouréhatou Kassah-Traoré,Q114440205,Ministre des Travaux publics,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q110251228-66427744-4d05-0c60-0e7e-0e0d95be8c19
Q112180579,Adjovi Lonlongno Apedo,Q114440984,"Ministre de l'Action sociale, de la Promotion de la femme et de l'Alphabétisation",2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q112180579-52e1e4ea-49f4-e69d-be5b-7bfa81128c9e
Q112180599,Mazamesso Assih,Q114441258,Ministre chargé de l'Inclusion financière et de l'Organisation du secteur informel,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q112180599-54F1E79F-3E1C-44AC-8C08-46009097DB52
Q113579024,Payadowa Boukpessi,Q114440596,"Ministre de l'Administration territoriale, de la Décentralisation et du Développement des territoires",2015-06-28,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q113579024-61a80675-4b78-8f84-02bc-08d97b6c4049
Q113579024,Payadowa Boukpessi,Q114440608,Ministre d'État,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q113579024-b0ed591e-4e83-19f4-fe42-2aae06d989d2
Q113946294,Katari Foli-Bazi,Q114441430,Ministre de l'Environnement et des Ressources forestières,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q113946294-C20B7C25-4FB9-4728-8A9B-CBFC545E38E7
Q114005610,Kanka-Malik Natchaba,Q114440516,Secrétaire général du Gouvernement,2020-09-28,,,Q114005610-d2705b6a-49d8-1d44-4a54-1d231dc0e6de
Q114441750,Akodah Ayewouadan,Q114440889,Porte-parole du gouvernement,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q114441750-456447E6-1A8B-486E-A5A0-59D4375D49C5
Q114441750,Akodah Ayewouadan,Q114441448,Ministre de la Communication et des Médias,2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q114441750-CABB3317-502E-4C76-BB41-9D17C8ED22BD
Q114441751,Antoine Lekpa Gbegbeni,Q114441421,"Ministre de l'Agriculture, de l'Élevage et du Développement rural",2020-10-01,,https://fr.wikipedia.org/wiki/Gouvernement_Victoire_Tomegah_Dogb%C3%A9,Q114441751-C2781168-1DC3-4739-BDE6-ECF96EC4F5B9
