@@,item,itemlabel,startdate,enddate
+++,Q392055,Agbéyomé Kodjo,1999-06-22,2000-08-29
+++,Q2522820,Fambaré Ouattara Natchaba,2000-09-03,2005-02-05
+++,Q4414,Faure Gnassingbé,2005-02-05,2005-02-24
+++,Q305669,Abass Bonfoh,2005-02-24,2013-07-25
+++,Q5211860,Dama Dramani,2013-07-26,2018-12-20
+++,Q60965577,Yawa Djigbodi Tségan,2019-01-24,
