pageid,title,wikidata,label
1470456,Faure Gnassingbé,Q4414,Faure Gnassingbé
42482391,Cina Lawson,Q16325277,Cina Lawson
55728996,Victoire Tomegah Dogbé,Q16682496,Victoire Dogbé Tomegah
59670235,Robert Dussey,Q27756289,Robert Dussey
62033110,Pius Agbetomey,Q85793465,Pius Agbetomey
63436964,Sani Yaya,Q88219141,Sani Yaya
66438429,Yawa Djigbodi Tségan,Q60965577,Yawa Djigbodi Tségan
66799431,Essozimna Marguerite Gnakade,Q105550917,Essozimna Marguerite Gnakade
