@@,item,itemlabel,startdate,enddate
->,Q155385,Étienne Gnassingbé Eyadéma->Gnassingbé Eyadéma,1967-04-14,2005-02-05
->,Q4414,Faure Essozimna Gnassingbé Eyadéma->Faure Gnassingbé,2005-05-04,
