who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
42482391,,Togolese Minister of Digital Economy and Transformation,2020-10-01,,,,,,0
42482391,,"Minister of Posts, Digital Economy and Technological Innovation",2019-01-24,2020-09-25,,,,,1
42482391,,Minister of Posts and Digital Economy,2013-09-16,2019-01-04,,,,,2
42482391,,Minister of Posts and Telecommunications,2010-05-28,2013-09-16,,,,,3
