who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
59670235,Q18204397,"Minister of Foreign Affairs, Cooperation and African Integration of Togo",2015-06-28,,,,,,0
59670235,,,2013-09-17,2015-05-22,Eliot Ohin,Eliot Ohin,,,1
