who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
1470456,President of Togo,4th President of Togo,2005-05-04,,Q305669,Bonfoh Abass (Acting),,,0
1470456,,,2005-02-05,2005-02-25,Q155385,Gnassingbé Eyadéma,Q305669,Bonfoh Abass (Acting),1
